mark,symbol,position,time_fraction
comma,",",35407,0.0593
full_stop,.,35409,0.0593
semicolon,;,35412,0.0593
colon,:,35433,0.0594
semicolon,;,35439,0.0594
colon,:,35457,0.0594
semicolon,;,35465,0.0594
colon,:,35478,0.0594
semicolon,;,35487,0.0595
colon,:,35500,0.0595
semicolon,;,35506,0.0595
colon,:,35523,0.0595
semicolon,;,35535,0.0595
colon,:,35557,0.0596
full_stop,.,35560,0.0596
semicolon,;,35564,0.0596
colon,:,35573,0.0596
semicolon,;,35579,0.0596
colon,:,35599,0.0597
full_stop,.,35602,0.0597
semicolon,;,35606,0.0597
colon,:,35615,0.0597
semicolon,;,35620,0.0597
colon,:,35632,0.0597
semicolon,;,35638,0.0597
colon,:,35658,0.0597
full_stop,.,35661,0.0598
semicolon,;,35665,0.0598
colon,:,35674,0.0598
semicolon,;,35679,0.0598
colon,:,35695,0.0598
semicolon,;,35704,0.0598
colon,:,35715,0.0598
semicolon,;,35720,0.0599
colon,:,35735,0.0599
semicolon,;,35741,0.0599
colon,:,35771,0.0599
comma,",",35786,0.06
comma,",",35795,0.06
semicolon,;,35806,0.06
colon,:,35824,0.06
semicolon,;,35833,0.06
colon,:,35850,0.0601
semicolon,;,35856,0.0601
colon,:,35869,0.0601
semicolon,;,35878,0.0601
colon,:,35902,0.0602
semicolon,;,35911,0.0602
colon,:,35925,0.0602
semicolon,;,35945,0.0602
colon,:,35966,0.0603
semicolon,;,35972,0.0603
colon,:,35987,0.0603
semicolon,;,35992,0.0603
colon,:,36005,0.0603
semicolon,;,36011,0.0603
colon,:,36025,0.0604
semicolon,;,36038,0.0604
colon,:,36057,0.0604
full_stop,.,36060,0.0604
semicolon,;,36062,0.0604
colon,:,36079,0.0605
semicolon,;,36091,0.0605
colon,:,36111,0.0605
semicolon,;,36120,0.0605
colon,:,36137,0.0606
semicolon,;,36143,0.0606
colon,:,36155,0.0606
full_stop,.,36162,0.0606
semicolon,;,36170,0.0606
colon,:,36177,0.0606
colon,:,36191,0.0606
semicolon,;,36200,0.0607
colon,:,36217,0.0607
semicolon,;,36228,0.0607
comma,",",36239,0.0607
colon,:,36253,0.0607
full_stop,.,36275,0.0608
comma,",",36294,0.0608
colon,:,36321,0.0609
colon,:,36337,0.0609
colon,:,36340,0.0609
full_stop,.,36343,0.0609
comma,",",36352,0.0609
colon,:,36374,0.0609
colon,:,36390,0.061
colon,:,36393,0.061
full_stop,.,36396,0.061
comma,",",36405,0.061
colon,:,36418,0.061
comma,",",36424,0.061
colon,:,36436,0.0611
comma,",",36448,0.0611
colon,:,36458,0.0611
comma,",",36492,0.0611
colon,:,36504,0.0612
comma,",",36512,0.0612
colon,:,36525,0.0612
colon,:,36548,0.0612
comma,",",36593,0.0613
colon,:,36607,0.0613
full_stop,.,36628,0.0614
comma,",",36634,0.0614
colon,:,36654,0.0614
comma,",",36669,0.0614
comma,",",36696,0.0615
colon,:,36711,0.0615
comma,",",36756,0.0616
colon,:,36780,0.0616
comma,",",36786,0.0616
colon,:,36814,0.0617
comma,",",36820,0.0617
colon,:,36837,0.0617
comma,",",36845,0.0617
colon,:,36860,0.0618
comma,",",36866,0.0618
colon,:,36889,0.0618
colon,:,36905,0.0618
comma,",",36913,0.0619
colon,:,36927,0.0619
comma,",",36978,0.062
colon,:,37002,0.062
comma,",",37008,0.062
colon,:,37028,0.062
comma,",",37034,0.0621
colon,:,37052,0.0621
comma,",",37058,0.0621
colon,:,37080,0.0621
comma,",",37090,0.0621
colon,:,37117,0.0622
comma,",",37123,0.0622
colon,:,37145,0.0622
comma,",",37151,0.0623
colon,:,37164,0.0623
comma,",",37170,0.0623
colon,:,37182,0.0623
comma,",",37197,0.0623
colon,:,37216,0.0624
comma,",",37250,0.0624
colon,:,37262,0.0624
comma,",",37270,0.0625
colon,:,37285,0.0625
colon,:,37311,0.0625
comma,",",37319,0.0625
colon,:,37335,0.0626
full_stop,.,37357,0.0626
colon,:,37370,0.0626
colon,:,37388,0.0626
semicolon,;,37406,0.0627
colon,:,37418,0.0627
comma,",",37437,0.0627
comma,",",37439,0.0627
comma,",",37441,0.0627
full_stop,.,37443,0.0627
semicolon,;,37446,0.0627
full_stop,.,37459,0.0628
full_stop,.,37472,0.0628
colon,:,37492,0.0628
semicolon,;,37511,0.0629
full_stop,.,37524,0.0629
full_stop,.,37537,0.0629
colon,:,37558,0.0629
semicolon,;,37577,0.063
full_stop,.,37590,0.063
full_stop,.,37603,0.063
colon,:,37625,0.063
semicolon,;,37644,0.0631
full_stop,.,37657,0.0631
colon,:,37683,0.0631
full_stop,.,37686,0.0631
semicolon,;,37691,0.0632
colon,:,37706,0.0632
semicolon,;,37711,0.0632
full_stop,.,37724,0.0632
colon,:,37751,0.0633
semicolon,;,37756,0.0633
colon,:,37764,0.0633
semicolon,;,37767,0.0633
colon,:,37774,0.0633
semicolon,;,37783,0.0633
colon,:,37794,0.0633
full_stop,.,37797,0.0633
semicolon,;,37802,0.0633
colon,:,37813,0.0634
semicolon,;,37825,0.0634
colon,:,37834,0.0634
semicolon,;,37840,0.0634
full_stop,.,37853,0.0634
colon,:,37882,0.0635
full_stop,.,37885,0.0635
semicolon,;,37891,0.0635
colon,:,37898,0.0635
semicolon,;,37904,0.0635
colon,:,37916,0.0635
semicolon,;,37921,0.0635
full_stop,.,38488,0.0645
colon,:,38530,0.0646
semicolon,;,38539,0.0646
colon,:,38560,0.0646
semicolon,;,38580,0.0646
colon,:,38608,0.0647
semicolon,;,38614,0.0647
colon,:,38636,0.0647
semicolon,;,38642,0.0647
colon,:,38650,0.0648
semicolon,;,38658,0.0648
full_stop,.,38680,0.0648
colon,:,38706,0.0649
semicolon,;,38709,0.0649
full_stop,.,38722,0.0649
colon,:,38743,0.0649
semicolon,;,38749,0.0649
colon,:,38761,0.0649
semicolon,;,38767,0.065
colon,:,38776,0.065
semicolon,;,38779,0.065
colon,:,38794,0.065
semicolon,;,38800,0.065
full_stop,.,38813,0.065
colon,:,38825,0.0651
colon,:,38852,0.0651
semicolon,;,38855,0.0651
colon,:,39447,0.0661
semicolon,;,39453,0.0661
colon,:,39484,0.0662
semicolon,;,39493,0.0662
colon,:,39514,0.0662
semicolon,;,39534,0.0662
colon,:,39562,0.0663
semicolon,;,39568,0.0663
colon,:,39590,0.0663
semicolon,;,39596,0.0663
colon,:,39621,0.0664
semicolon,;,39629,0.0664
colon,:,39668,0.0665
exclamation,!,39675,0.0665
semicolon,;,39685,0.0665
colon,:,39697,0.0665
exclamation,!,39704,0.0665
semicolon,;,39714,0.0665
colon,:,39723,0.0666
exclamation,!,39727,0.0666
semicolon,;,39737,0.0666
colon,:,39745,0.0666
semicolon,;,39757,0.0666
colon,:,39768,0.0666
semicolon,;,39774,0.0666
colon,:,39795,0.0667
colon,:,39822,0.0667
semicolon,;,39825,0.0667
full_stop,.,39838,0.0668
colon,:,39863,0.0668
semicolon,;,39869,0.0668
colon,:,39885,0.0668
semicolon,;,39893,0.0668
colon,:,39906,0.0669
semicolon,;,39914,0.0669
colon,:,39919,0.0669
semicolon,;,39925,0.0669
full_stop,.,39938,0.0669
colon,:,39963,0.067
semicolon,;,39968,0.067
colon,:,39976,0.067
semicolon,;,39979,0.067
colon,:,39986,0.067
semicolon,;,39995,0.067
colon,:,40008,0.067
semicolon,;,40013,0.067
colon,:,40021,0.0671
semicolon,;,40027,0.0671
colon,:,40039,0.0671
semicolon,;,40045,0.0671
colon,:,40054,0.0671
semicolon,;,40057,0.0671
colon,:,40069,0.0671
semicolon,;,40075,0.0672
full_stop,.,40088,0.0672
colon,:,40109,0.0672
semicolon,;,40115,0.0672
colon,:,40126,0.0672
semicolon,;,40136,0.0673
colon,:,40141,0.0673
semicolon,;,40146,0.0673
colon,:,40163,0.0673
semicolon,;,40171,0.0673
full_stop,.,40184,0.0673
colon,:,40207,0.0674
semicolon,;,40221,0.0674
colon,:,40228,0.0674
semicolon,;,40237,0.0674
colon,:,40248,0.0674
semicolon,;,40253,0.0674
colon,:,40262,0.0675
semicolon,;,40271,0.0675
colon,:,40289,0.0675
semicolon,;,40298,0.0675
colon,:,40306,0.0675
semicolon,;,40322,0.0676
colon,:,40337,0.0676
semicolon,;,40342,0.0676
colon,:,40354,0.0676
full_stop,.,40361,0.0676
semicolon,;,40369,0.0676
colon,:,40382,0.0677
semicolon,;,40390,0.0677
full_stop,.,40403,0.0677
colon,:,40416,0.0677
colon,:,40441,0.0678
semicolon,;,40450,0.0678
colon,:,40467,0.0678
semicolon,;,40473,0.0678
full_stop,.,40486,0.0678
colon,:,40508,0.0679
semicolon,;,40514,0.0679
colon,:,40521,0.0679
semicolon,;,40527,0.0679
colon,:,40539,0.0679
semicolon,;,40544,0.0679
full_stop,.,41106,0.0689
colon,:,41147,0.0689
semicolon,;,41154,0.069
colon,:,41159,0.069
semicolon,;,41162,0.069
colon,:,41168,0.069
semicolon,;,41171,0.069
colon,:,41178,0.069
semicolon,;,41184,0.069
colon,:,41192,0.069
semicolon,;,41198,0.069
colon,:,41229,0.0691
comma,",",41237,0.0691
comma,",",41239,0.0691
comma,",",41241,0.0691
full_stop,.,41243,0.0691
semicolon,;,41247,0.0691
colon,:,41269,0.0692
semicolon,;,41275,0.0692
colon,:,41292,0.0692
semicolon,;,41300,0.0692
colon,:,41313,0.0692
semicolon,;,41321,0.0692
colon,:,41343,0.0693
semicolon,;,41349,0.0693
colon,:,41357,0.0693
semicolon,;,41366,0.0693
colon,:,41388,0.0694
semicolon,;,41391,0.0694
colon,:,41403,0.0694
semicolon,;,41411,0.0694
colon,:,41436,0.0694
full_stop,.,41447,0.0694
comma,",",41455,0.0695
full_stop,.,41469,0.0695
semicolon,;,41477,0.0695
full_stop,.,41499,0.0695
full_stop,.,41516,0.0696
colon,:,41533,0.0696
semicolon,;,41536,0.0696
colon,:,41548,0.0696
semicolon,;,41557,0.0696
full_stop,.,41570,0.0697
colon,:,41603,0.0697
semicolon,;,41608,0.0697
colon,:,41620,0.0697
semicolon,;,41625,0.0697
colon,:,41637,0.0698
comma,",",41656,0.0698
comma,",",41660,0.0698
comma,",",41664,0.0698
full_stop,.,41666,0.0698
semicolon,;,41669,0.0698
colon,:,41677,0.0698
semicolon,;,41694,0.0699
colon,:,41709,0.0699
semicolon,;,41714,0.0699
full_stop,.,41727,0.0699
colon,:,41753,0.07
semicolon,;,41763,0.07
colon,:,41768,0.07
semicolon,;,41774,0.07
colon,:,41781,0.07
semicolon,;,41787,0.07
colon,:,41794,0.07
semicolon,;,41801,0.07
colon,:,41812,0.0701
semicolon,;,41818,0.0701
colon,:,41831,0.0701
semicolon,;,41837,0.0701
colon,:,41845,0.0701
semicolon,;,41854,0.0701
full_stop,.,41867,0.0702
colon,:,41882,0.0702
colon,:,41896,0.0702
semicolon,;,41905,0.0702
full_stop,.,41928,0.0703
colon,:,41952,0.0703
semicolon,;,41958,0.0703
colon,:,41970,0.0703
semicolon,;,41990,0.0704
colon,:,41998,0.0704
semicolon,;,42001,0.0704
colon,:,42008,0.0704
semicolon,;,42013,0.0704
colon,:,42024,0.0704
semicolon,;,42031,0.0704
colon,:,42039,0.0704
semicolon,;,42050,0.0705
colon,:,42676,0.0715
full_stop,.,42700,0.0715
colon,:,42724,0.0716
semicolon,;,42731,0.0716
full_stop,.,42748,0.0716
colon,:,42767,0.0717
semicolon,;,42774,0.0717
colon,:,43611,0.0731
comma,",",43997,0.0737
comma,",",44006,0.0737
comma,",",44016,0.0738
comma,",",44078,0.0739
comma,",",44091,0.0739
full_stop,.,44123,0.0739
colon,:,44132,0.0739
full_stop,.,44275,0.0742
full_stop,.,44302,0.0742
full_stop,.,44557,0.0747
comma,",",44625,0.0748
comma,",",44631,0.0748
full_stop,.,44650,0.0748
colon,:,44838,0.0751
full_stop,.,44906,0.0752
colon,:,44946,0.0753
full_stop,.,45025,0.0754
colon,:,45067,0.0755
full_stop,.,45137,0.0756
comma,",",45622,0.0764
full_stop,.,45649,0.0765
comma,",",45700,0.0766
comma,",",45741,0.0766
full_stop,.,45783,0.0767
full_stop,.,45875,0.0769
comma,",",45884,0.0769
comma,",",45901,0.0769
full_stop,.,45923,0.0769
comma,",",45959,0.077
comma,",",46008,0.0771
full_stop,.,46079,0.0772
comma,",",46528,0.078
comma,",",46571,0.078
full_stop,.,46756,0.0783
comma,",",46822,0.0785
full_stop,.,46918,0.0786
comma,",",46964,0.0787
comma,",",46987,0.0787
full_stop,.,47055,0.0788
comma,",",47143,0.079
full_stop,.,47185,0.0791
colon,:,47208,0.0791
full_stop,.,47281,0.0792
comma,",",47291,0.0792
full_stop,.,47397,0.0794
full_stop,.,48233,0.0808
full_stop,.,48366,0.081
semicolon,;,48399,0.0811
full_stop,.,48438,0.0812
full_stop,.,48619,0.0815
full_stop,.,48792,0.0818
full_stop,.,49181,0.0824
full_stop,.,49273,0.0826
comma,",",49389,0.0828
colon,:,49405,0.0828
comma,",",49459,0.0829
colon,:,49475,0.0829
comma,",",49482,0.0829
colon,:,49508,0.083
comma,",",49514,0.083
colon,:,49526,0.083
comma,",",49532,0.083
colon,:,49547,0.083
comma,",",49553,0.083
colon,:,49577,0.0831
comma,",",49583,0.0831
colon,:,49605,0.0831
comma,",",49611,0.0831
colon,:,49639,0.0832
comma,",",49645,0.0832
colon,:,49662,0.0832
comma,",",49670,0.0832
colon,:,49693,0.0833
colon,:,49709,0.0833
comma,",",49723,0.0833
colon,:,49743,0.0834
colon,:,49759,0.0834
comma,",",49769,0.0834
colon,:,49779,0.0834
full_stop,.,49787,0.0834
colon,:,49800,0.0834
colon,:,49818,0.0835
semicolon,;,49836,0.0835
colon,:,49848,0.0835
comma,",",49867,0.0836
comma,",",49869,0.0836
comma,",",49871,0.0836
full_stop,.,49873,0.0836
semicolon,;,49876,0.0836
full_stop,.,49882,0.0836
full_stop,.,49895,0.0836
colon,:,49915,0.0836
semicolon,;,49934,0.0837
full_stop,.,49940,0.0837
full_stop,.,49953,0.0837
colon,:,49974,0.0837
semicolon,;,49993,0.0838
full_stop,.,49999,0.0838
full_stop,.,50012,0.0838
colon,:,50034,0.0838
semicolon,;,50053,0.0839
full_stop,.,50059,0.0839
colon,:,50085,0.0839
full_stop,.,50088,0.0839
semicolon,;,50093,0.0839
colon,:,50108,0.084
semicolon,;,50113,0.084
full_stop,.,50119,0.084
colon,:,50146,0.084
semicolon,;,50151,0.084
colon,:,50159,0.084
semicolon,;,50162,0.0841
colon,:,50169,0.0841
semicolon,;,50178,0.0841
colon,:,50189,0.0841
full_stop,.,50192,0.0841
semicolon,;,50197,0.0841
colon,:,50208,0.0841
semicolon,;,50220,0.0841
colon,:,50229,0.0842
semicolon,;,50235,0.0842
full_stop,.,50241,0.0842
colon,:,50270,0.0842
full_stop,.,50273,0.0842
semicolon,;,50279,0.0842
colon,:,50286,0.0843
semicolon,;,50292,0.0843
colon,:,50304,0.0843
semicolon,;,50309,0.0843
full_stop,.,50923,0.0853
colon,:,50958,0.0854
semicolon,;,50967,0.0854
colon,:,50981,0.0854
semicolon,;,51001,0.0855
colon,:,51022,0.0855
semicolon,;,51028,0.0855
colon,:,51043,0.0855
semicolon,;,51049,0.0855
colon,:,51057,0.0856
semicolon,;,51065,0.0856
full_stop,.,51073,0.0856
colon,:,51099,0.0856
semicolon,;,51102,0.0856
full_stop,.,51108,0.0856
colon,:,51129,0.0857
semicolon,;,51135,0.0857
colon,:,51147,0.0857
semicolon,;,51153,0.0857
colon,:,51162,0.0857
semicolon,;,51165,0.0857
colon,:,51180,0.0858
semicolon,;,51186,0.0858
full_stop,.,51192,0.0858
colon,:,51204,0.0858
colon,:,51231,0.0858
semicolon,;,51234,0.0858
colon,:,51866,0.0869
semicolon,;,51872,0.0869
colon,:,51896,0.087
semicolon,;,51905,0.087
colon,:,51919,0.087
semicolon,;,51939,0.087
colon,:,51960,0.0871
semicolon,;,51966,0.0871
colon,:,51981,0.0871
semicolon,;,51987,0.0871
colon,:,52005,0.0871
semicolon,;,52013,0.0872
colon,:,52038,0.0872
exclamation,!,52045,0.0872
semicolon,;,52055,0.0872
colon,:,52067,0.0872
exclamation,!,52074,0.0873
semicolon,;,52084,0.0873
colon,:,52093,0.0873
exclamation,!,52097,0.0873
semicolon,;,52107,0.0873
colon,:,52115,0.0873
semicolon,;,52127,0.0873
colon,:,52138,0.0874
semicolon,;,52144,0.0874
colon,:,52158,0.0874
colon,:,52185,0.0874
semicolon,;,52188,0.0874
full_stop,.,52194,0.0875
colon,:,52219,0.0875
semicolon,;,52225,0.0875
colon,:,52241,0.0875
semicolon,;,52249,0.0875
colon,:,52262,0.0876
semicolon,;,52270,0.0876
colon,:,52275,0.0876
semicolon,;,52281,0.0876
full_stop,.,52287,0.0876
colon,:,52312,0.0877
semicolon,;,52317,0.0877
colon,:,52325,0.0877
semicolon,;,52328,0.0877
colon,:,52335,0.0877
semicolon,;,52344,0.0877
colon,:,52357,0.0877
semicolon,;,52362,0.0877
colon,:,52370,0.0878
semicolon,;,52376,0.0878
colon,:,52388,0.0878
semicolon,;,52394,0.0878
colon,:,52403,0.0878
semicolon,;,52406,0.0878
colon,:,52418,0.0878
semicolon,;,52424,0.0878
full_stop,.,52430,0.0879
colon,:,52451,0.0879
semicolon,;,52457,0.0879
colon,:,52468,0.0879
semicolon,;,52478,0.0879
colon,:,52483,0.0879
semicolon,;,52488,0.0879
colon,:,52505,0.088
semicolon,;,52513,0.088
full_stop,.,52519,0.088
colon,:,52542,0.088
semicolon,;,52556,0.0881
colon,:,52563,0.0881
semicolon,;,52572,0.0881
colon,:,52583,0.0881
semicolon,;,52588,0.0881
colon,:,52597,0.0881
semicolon,;,52606,0.0881
colon,:,52624,0.0882
semicolon,;,52633,0.0882
colon,:,52641,0.0882
semicolon,;,52657,0.0882
colon,:,52672,0.0883
semicolon,;,52677,0.0883
colon,:,52689,0.0883
full_stop,.,52696,0.0883
semicolon,;,52704,0.0883
colon,:,52717,0.0883
semicolon,;,52725,0.0883
full_stop,.,52731,0.0884
colon,:,52744,0.0884
colon,:,52769,0.0884
semicolon,;,52778,0.0884
colon,:,52795,0.0885
semicolon,;,52801,0.0885
full_stop,.,52807,0.0885
colon,:,52829,0.0885
semicolon,;,52835,0.0885
colon,:,52842,0.0885
semicolon,;,52848,0.0886
colon,:,52860,0.0886
semicolon,;,52865,0.0886
full_stop,.,53474,0.0896
colon,:,53508,0.0897
semicolon,;,53515,0.0897
colon,:,53520,0.0897
semicolon,;,53523,0.0897
colon,:,53529,0.0897
semicolon,;,53532,0.0897
colon,:,53539,0.0897
semicolon,;,53545,0.0897
colon,:,53553,0.0897
semicolon,;,53559,0.0897
colon,:,53583,0.0898
comma,",",53591,0.0898
comma,",",53593,0.0898
comma,",",53595,0.0898
full_stop,.,53597,0.0898
semicolon,;,53601,0.0898
colon,:,53616,0.0898
semicolon,;,53622,0.0898
colon,:,53639,0.0899
semicolon,;,53647,0.0899
colon,:,53660,0.0899
semicolon,;,53668,0.0899
colon,:,53683,0.09
semicolon,;,53689,0.09
colon,:,53697,0.09
semicolon,;,53706,0.09
colon,:,53721,0.09
semicolon,;,53724,0.09
colon,:,53736,0.09
semicolon,;,53744,0.0901
colon,:,53762,0.0901
full_stop,.,53773,0.0901
comma,",",53781,0.0901
full_stop,.,53795,0.0901
semicolon,;,53803,0.0902
full_stop,.,53811,0.0902
full_stop,.,53828,0.0902
colon,:,53845,0.0902
semicolon,;,53848,0.0902
colon,:,53860,0.0902
semicolon,;,53869,0.0903
full_stop,.,53875,0.0903
colon,:,53908,0.0903
semicolon,;,53913,0.0903
colon,:,53925,0.0904
semicolon,;,53930,0.0904
colon,:,53942,0.0904
comma,",",53961,0.0904
comma,",",53965,0.0904
comma,",",53969,0.0904
full_stop,.,53971,0.0904
semicolon,;,53974,0.0904
colon,:,53982,0.0905
semicolon,;,53999,0.0905
colon,:,54014,0.0905
semicolon,;,54019,0.0905
full_stop,.,54025,0.0905
colon,:,54051,0.0906
semicolon,;,54061,0.0906
colon,:,54066,0.0906
semicolon,;,54072,0.0906
colon,:,54079,0.0906
semicolon,;,54085,0.0906
colon,:,54092,0.0906
semicolon,;,54099,0.0906
colon,:,54110,0.0907
semicolon,;,54116,0.0907
colon,:,54129,0.0907
semicolon,;,54135,0.0907
colon,:,54143,0.0907
semicolon,;,54152,0.0907
full_stop,.,54158,0.0907
colon,:,54173,0.0908
colon,:,54187,0.0908
semicolon,;,54196,0.0908
full_stop,.,54205,0.0908
colon,:,54229,0.0909
semicolon,;,54235,0.0909
colon,:,54247,0.0909
semicolon,;,54267,0.0909
colon,:,54275,0.0909
semicolon,;,54278,0.0909
colon,:,54285,0.091
semicolon,;,54290,0.091
colon,:,54301,0.091
semicolon,;,54308,0.091
colon,:,54316,0.091
semicolon,;,54327,0.091
colon,:,54997,0.0922
full_stop,.,55014,0.0922
colon,:,55038,0.0922
semicolon,;,55045,0.0922
full_stop,.,55055,0.0923
colon,:,55074,0.0923
semicolon,;,55081,0.0923
colon,:,55623,0.0932
comma,",",55950,0.0938
comma,",",55959,0.0938
comma,",",55969,0.0938
comma,",",56032,0.0939
comma,",",56045,0.0939
full_stop,.,56077,0.094
colon,:,56086,0.094
full_stop,.,56229,0.0942
full_stop,.,56256,0.0943
full_stop,.,56470,0.0946
comma,",",56539,0.0947
comma,",",56545,0.0947
full_stop,.,56564,0.0948
colon,:,56710,0.095
full_stop,.,56778,0.0951
colon,:,56811,0.0952
full_stop,.,56890,0.0953
colon,:,56925,0.0954
full_stop,.,56995,0.0955
comma,",",57350,0.0961
full_stop,.,57377,0.0961
comma,",",57428,0.0962
comma,",",57469,0.0963
full_stop,.,57511,0.0964
full_stop,.,57604,0.0965
comma,",",57613,0.0965
comma,",",57630,0.0966
full_stop,.,57652,0.0966
comma,",",57688,0.0967
comma,",",57737,0.0967
full_stop,.,57808,0.0969
comma,",",58125,0.0974
comma,",",58168,0.0975
full_stop,.,58354,0.0978
comma,",",58420,0.0979
full_stop,.,58516,0.0981
comma,",",58562,0.0981
comma,",",58585,0.0982
full_stop,.,58653,0.0983
comma,",",58742,0.0984
full_stop,.,58784,0.0985
colon,:,58800,0.0985
full_stop,.,58873,0.0986
comma,",",58883,0.0987
full_stop,.,58990,0.0988
full_stop,.,59681,0.1
full_stop,.,59807,0.1002
semicolon,;,59844,0.1003
full_stop,.,59883,0.1003
full_stop,.,60062,0.1006
full_stop,.,60229,0.1009
full_stop,.,60553,0.1015
full_stop,.,60645,0.1016
comma,",",60696,0.1017
colon,:,60710,0.1017
full_stop,.,60732,0.1018
comma,",",60751,0.1018
colon,:,60778,0.1018
colon,:,60794,0.1019
colon,:,60797,0.1019
full_stop,.,60800,0.1019
comma,",",60809,0.1019
colon,:,60831,0.1019
colon,:,60847,0.102
colon,:,60850,0.102
full_stop,.,60853,0.102
comma,",",60862,0.102
colon,:,60875,0.102
comma,",",60881,0.102
colon,:,60893,0.102
comma,",",60901,0.102
colon,:,60913,0.1021
comma,",",60954,0.1021
full_stop,.,61004,0.1022
full_stop,.,61090,0.1024
full_stop,.,61185,0.1025
colon,:,61221,0.1026
colon,:,61242,0.1026
colon,:,61292,0.1027
full_stop,.,61380,0.1028
comma,",",61512,0.1031
comma,",",61561,0.1032
full_stop,.,61622,0.1033
colon,:,61637,0.1033
full_stop,.,61735,0.1034
colon,:,61754,0.1035
comma,",",61775,0.1035
comma,",",61785,0.1035
comma,",",61798,0.1035
full_stop,.,61849,0.1036
colon,:,61873,0.1037
comma,",",61949,0.1038
comma,",",61981,0.1039
comma,",",62080,0.104
comma,",",62101,0.1041
